2019-06-17 01:08:28,662 INFO  volume.HddsVolume (HddsVolume.java:<init>(176)) - Creating Volume: /opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandler37ff2631-a9c1-4f9b-bcf5-95cd8f6edecc/hdds of  storage type : DISK and capacity : 104021790720
2019-06-17 01:08:28,666 INFO  volume.VolumeSet (VolumeSet.java:initializeVolumeSet(170)) - Added Volume : /opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandler37ff2631-a9c1-4f9b-bcf5-95cd8f6edecc/hdds to VolumeSet
2019-06-17 01:08:28,677 INFO  volume.ThrottledAsyncChecker (ThrottledAsyncChecker.java:schedule(140)) - Scheduling a check for org.apache.hadoop.ozone.container.common.volume.HddsVolume@1500b2f3
2019-06-17 01:08:28,719 INFO  volume.HddsVolumeChecker (HddsVolumeChecker.java:checkAllVolumes(203)) - Scheduled health check for volume org.apache.hadoop.ozone.container.common.volume.HddsVolume@1500b2f3
ERROR StatusLogger No Log4j 2 configuration file found. Using default configuration (logging only errors to the console), or user programmatically provided configurations. Set system property 'log4j2.debug' to show Log4j 2 internal initialization logging. See https://logging.apache.org/log4j/2.x/manual/configuration.html for instructions on how to configure Log4j 2
2019-06-17 01:08:29,033 INFO  ratis.XceiverServerRatis (XceiverServerRatis.java:newXceiverServerRatis(401)) - Found a free port for the server : 33489
2019-06-17 01:08:29,434 WARN  scm.HddsServerUtil (HddsServerUtil.java:getDefaultRatisDirectory(354)) - Storage directory for Ratis is not configured. It is a good idea to map this to an SSD disk. Falling back to ozone.metadata.dirs
2019-06-17 01:08:29,455 INFO  impl.RaftServerProxy (ConfUtils.java:logGet(43)) - raft.rpc.type = GRPC (default)
2019-06-17 01:08:29,463 INFO  grpc.GrpcConfigKeys$Server (ConfUtils.java:logGet(43)) - raft.grpc.server.port = 33489 (custom)
2019-06-17 01:08:29,464 INFO  server.GrpcService (ConfUtils.java:logGet(43)) - raft.grpc.message.size.max = 33570816 (custom)
2019-06-17 01:08:29,466 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
2019-06-17 01:08:29,466 INFO  server.GrpcService (ConfUtils.java:logGet(43)) - raft.grpc.flow.control.window = 1MB (=1048576) (default)
2019-06-17 01:08:29,467 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.rpc.request.timeout = 3000ms (default)
2019-06-17 01:08:29,582 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.storage.dir = [/opt/src/hadoop-hdds/container-service/target/test-dir/org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestCloseContainerCommandHandler37ff2631-a9c1-4f9b-bcf5-95cd8f6edecc/ratis] (custom)
2019-06-17 01:08:29,592 INFO  server.XceiverServerGrpc (XceiverServerGrpc.java:<init>(97)) - Found a free port for the server : 32801
2019-06-17 01:08:29,611 INFO  ozoneimpl.OzoneContainer (OzoneContainer.java:start(186)) - Attempting to start container services.
2019-06-17 01:08:29,611 INFO  ozoneimpl.OzoneContainer (OzoneContainer.java:startContainerScrub(160)) - Background container scrubber has been disabled by hdds.containerscrub.enabled
2019-06-17 01:08:29,612 INFO  ratis.XceiverServerRatis (XceiverServerRatis.java:start(418)) - Starting XceiverServerRatis d1617749-0083-4ece-81e7-3cf7a7e63b7d at port 33489
2019-06-17 01:08:29,626 INFO  impl.RaftServerProxy (RaftServerProxy.java:lambda$start$3(299)) - d1617749-0083-4ece-81e7-3cf7a7e63b7d: start RPC server
2019-06-17 01:08:29,753 INFO  server.GrpcService (GrpcService.java:startImpl(148)) - d1617749-0083-4ece-81e7-3cf7a7e63b7d: GrpcService started, listening on 0.0.0.0/0.0.0.0:33489
2019-06-17 01:08:30,039 INFO  impl.RaftServerProxy (RaftServerProxy.java:addNew(89)) - d1617749-0083-4ece-81e7-3cf7a7e63b7d: addNew group-8E5EEDD6269C:[d1617749-0083-4ece-81e7-3cf7a7e63b7d:127.0.0.1:33489] returns group-8E5EEDD6269C:java.util.concurrent.CompletableFuture@6a65e08e[Not completed]
2019-06-17 01:08:30,067 INFO  impl.RaftServerImpl (RaftServerImpl.java:<init>(91)) - d1617749-0083-4ece-81e7-3cf7a7e63b7d: new RaftServerImpl for group-8E5EEDD6269C:[d1617749-0083-4ece-81e7-3cf7a7e63b7d:127.0.0.1:33489] with ContainerStateMachine:uninitialized
2019-06-17 01:08:30,068 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.rpc.timeout.min = 1s (custom)
2019-06-17 01:08:30,068 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.rpc.timeout.max = 1200ms (custom)
2019-06-17 01:08:30,069 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.rpcslowness.timeout = 120s (custom)
2019-06-17 01:08:30,069 INFO  server.RaftServerConfigKeys (ConfUtils.java:logGet(43)) - raft.server.log.appender.install.snapshot.enabled = true (default)
